TITLE = "Channel Statistics (step=4000, n=251)"
VARIABLES = "Z" "Z_plus" "U_mean" "W_mean" "u_rms" "v_rms" "w_rms" "uw_stress" "P_mean"
ZONE T="Stats", I=48, J=1, K=1, DATAPACKING=POINT
4.23919562e-03 1.01003918e+01 -6.36710492e+00 -1.66641874e-16 7.07822860e+00 6.20754189e+00 4.61291015e-01 -5.84366517e-01 1.84457656e+01
1.31249113e-02 3.12716748e+01 -2.79307376e+00 -3.34801631e-16 7.60434220e+00 6.42101889e+00 1.06926618e+00 -1.33038599e+00 1.74639350e+01
2.28555751e-02 5.44561479e+01 -9.95546647e-01 -3.34801631e-16 7.60326929e+00 6.47108393e+00 1.53609058e+00 -1.34799004e+00 1.62557795e+01
3.34921411e-02 7.97990418e+01 2.91348638e-01 -3.41740525e-16 7.76659385e+00 6.53839322e+00 1.92082042e+00 -1.25833041e+00 1.49670797e+01
4.50958246e-02 1.07446209e+02 1.23493456e+00 -3.52148866e-16 7.80364291e+00 6.55519681e+00 2.24569718e+00 -1.06661452e+00 1.36633768e+01
5.77271047e-02 1.37541748e+02 1.86373461e+00 -3.64291930e-16 7.96703698e+00 6.64143758e+00 2.53201333e+00 -8.26461712e-01 1.23338426e+01
7.14445319e-02 1.70225163e+02 2.30304936e+00 -3.57353036e-16 8.06478520e+00 6.70044535e+00 2.79046744e+00 -5.39115119e-01 1.10217340e+01
8.63033342e-02 2.05628041e+02 2.70799956e+00 -3.50414142e-16 8.19836599e+00 6.77946392e+00 3.02792976e+00 -2.69969795e-01 9.65862512e+00
1.02353828e-01 2.43870268e+02 2.96706344e+00 -3.33066907e-16 8.29759791e+00 6.88303701e+00 3.25136511e+00 -2.27968272e-01 8.31297004e+00
1.19639651e-01 2.85055814e+02 3.09003418e+00 -3.33066907e-16 8.45547230e+00 6.94193257e+00 3.45792836e+00 2.06522046e-02 6.97678114e+00
1.38195845e-01 3.29268170e+02 3.10689297e+00 -3.05311332e-16 8.54740761e+00 7.05104130e+00 3.63946581e+00 9.76356260e-02 5.74910075e+00
1.58046839e-01 3.76565543e+02 3.21907838e+00 -2.84494650e-16 8.58254335e+00 7.12413372e+00 3.81099103e+00 3.45824059e-01 4.49108288e+00
1.79204399e-01 4.26975968e+02 3.17736063e+00 -2.70616862e-16 8.67755425e+00 7.29270469e+00 3.97711955e+00 3.90179576e-01 3.22983958e+00
2.01665625e-01 4.80492530e+02 3.13858703e+00 -2.63677968e-16 8.68332107e+00 7.35708296e+00 4.12957764e+00 3.87774541e-01 2.06599136e+00
2.25411089e-01 5.37068945e+02 3.16355190e+00 -2.49800181e-16 8.70555094e+00 7.42412568e+00 4.26707370e+00 5.57706929e-01 9.56185811e-01
2.50403245e-01 5.96615753e+02 3.10856920e+00 -2.35922393e-16 8.75644078e+00 7.50171616e+00 4.39446326e+00 8.65383542e-01 -1.37250200e-01
2.76585208e-01 6.58997420e+02 2.89441429e+00 -2.35922393e-16 8.79136207e+00 7.57131252e+00 4.51282621e+00 7.11014783e-01 -1.13125151e+00
3.03880033e-01 7.24030612e+02 2.77269012e+00 -1.38777878e-16 8.77458629e+00 7.63461996e+00 4.62831801e+00 7.67503998e-01 -2.17776899e+00
3.32190593e-01 7.91483917e+02 2.63212232e+00 -2.08166817e-16 8.79821573e+00 7.76543858e+00 4.73631677e+00 9.89073429e-01 -3.12212540e+00
3.61400152e-01 8.61079193e+02 2.47022544e+00 -1.94289029e-16 8.70081367e+00 7.81781913e+00 4.81358430e+00 1.05681808e+00 -3.76739683e+00
3.91373663e-01 9.32494676e+02 2.08195955e+00 -1.11022302e-16 8.80788165e+00 7.87787532e+00 4.89125723e+00 8.29422123e-01 -4.58053848e+00
4.21959821e-01 1.00536986e+03 1.90050916e+00 -2.77555756e-16 8.84957061e+00 7.98203033e+00 4.96553575e+00 9.95269408e-01 -5.16599842e+00
4.52993818e-01 1.07931208e+03 1.62431435e+00 -1.11022302e-16 8.78838602e+00 7.98932192e+00 5.02444751e+00 1.03992525e+00 -5.80700447e+00
4.84300714e-01 1.15390452e+03 1.38834592e+00 -8.32667268e-17 8.82374708e+00 8.08730154e+00 5.09337578e+00 8.25755768e-01 -6.42771459e+00
5.15699286e-01 1.22871538e+03 1.04192399e+00 -1.38777878e-16 8.91630834e+00 8.04627293e+00 5.14948105e+00 1.03977157e+00 -6.99937133e+00
5.47006182e-01 1.30330781e+03 7.71849374e-01 -5.55111512e-17 8.96437327e+00 8.06315201e+00 5.21253171e+00 5.12591164e-01 -7.70608030e+00
5.78040179e-01 1.37725003e+03 3.58688001e-01 -2.77555756e-17 9.07755388e+00 8.08272086e+00 5.26354104e+00 9.44733961e-01 -8.08588612e+00
6.08626337e-01 1.45012522e+03 1.45571800e-01 1.38777878e-16 9.32635840e+00 8.10340974e+00 5.33110726e+00 -1.46728284e-01 -9.02924227e+00
6.38599848e-01 1.52154070e+03 -9.28746842e-02 8.32667268e-17 9.67443151e+00 8.14227714e+00 5.40139692e+00 3.92070524e-01 -9.49702917e+00
6.67809407e-01 1.59113598e+03 -4.38893532e-01 1.11022302e-16 9.88202980e+00 8.13218696e+00 5.43646374e+00 8.12824424e-01 -1.00391640e+01
6.96119967e-01 1.65858929e+03 -6.34146317e-01 -1.66533454e-16 1.03435759e+01 8.29128819e+00 5.50147438e+00 1.82192209e-01 -1.07353039e+01
7.23414792e-01 1.72362248e+03 -9.16748660e-01 2.77555756e-17 1.09113149e+01 8.24081587e+00 5.54787561e+00 7.92312833e-02 -1.11383043e+01
7.49596755e-01 1.78600414e+03 -1.22682083e+00 0.00000000e+00 1.15993486e+01 8.35244248e+00 5.58111641e+00 -1.11571123e-01 -1.15042151e+01
7.74588911e-01 1.84555095e+03 -1.47633566e+00 1.11022302e-16 1.25285622e+01 8.42203265e+00 5.62066814e+00 -1.21585675e+00 -1.20655934e+01
7.98334375e-01 1.90212737e+03 -1.73850259e+00 -8.32667268e-17 1.35674339e+01 8.57353440e+00 5.67860591e+00 -2.36889375e-01 -1.27388257e+01
8.20795601e-01 1.95564393e+03 -1.90612811e+00 -8.32667268e-17 1.50748983e+01 8.70148391e+00 5.69517143e+00 -5.00370815e-01 -1.26308236e+01
8.41953161e-01 2.00605435e+03 -1.99985383e+00 -5.55111512e-17 1.66221698e+01 8.81082150e+00 5.68335903e+00 -1.06642231e+00 -1.26295867e+01
8.61804155e-01 2.05335173e+03 -2.20511084e+00 2.77555756e-17 1.84372046e+01 8.92930930e+00 5.65715914e+00 -5.61767850e-01 -1.20232662e+01
8.80360349e-01 2.09756408e+03 -2.37014859e+00 5.55111512e-17 1.92426226e+01 8.98142295e+00 5.56485052e+00 -1.38379965e+00 -1.07419509e+01
8.97646172e-01 2.13874963e+03 -2.61426085e+00 -1.38777878e-17 2.04020849e+01 9.09464392e+00 5.43119274e+00 1.05048493e+00 -9.25673328e+00
9.13696666e-01 2.17699186e+03 -2.89967731e+00 -4.16333634e-17 2.16796131e+01 9.16593915e+00 5.23083357e+00 -5.82347695e-01 -6.78956917e+00
9.28555468e-01 2.21239473e+03 -3.32812892e+00 4.16333634e-17 2.25605482e+01 9.43491821e+00 4.99233824e+00 1.58550984e+00 -4.28122535e+00
9.42272895e-01 2.24507815e+03 -4.02811589e+00 0.00000000e+00 2.35456316e+01 9.68809015e+00 4.64319982e+00 2.89978514e+00 -3.87915223e-01
9.54904175e-01 2.27517369e+03 -4.79420688e+00 -4.85722573e-17 2.36714129e+01 9.94175605e+00 4.15800281e+00 4.12085775e+00 4.17317687e+00
9.66507859e-01 2.30282086e+03 -6.14051026e+00 -1.38777878e-17 2.39561119e+01 1.03526142e+01 3.58097050e+00 4.82792264e+00 8.81768508e+00
9.77144425e-01 2.32816375e+03 -8.15717735e+00 -3.46944695e-18 2.41676673e+01 1.03647060e+01 2.90287893e+00 6.00614814e+00 1.33385831e+01
9.86875089e-01 2.35134822e+03 -1.14041532e+01 -3.46944695e-18 2.55056186e+01 1.06252527e+01 2.05239598e+00 5.54479189e+00 1.77220738e+01
9.95760804e-01 2.37251951e+03 -1.68560427e+01 1.73472348e-18 2.87587210e+01 1.15577889e+01 9.12971313e-01 1.99651021e+00 2.09535261e+01
